Gene.symbol,Gene.ID,adj.P.Val,logFC
,,0.440092643871984,1.85525150227664
CPT1A,1374,4.39041339596702e-08,1.85151074868481
TCF7,6932,1,-1.84949296519955
KLF4,9314,1,1.84931931329025
TICRR,90381,3.78483240885664e-10,1.84931753459524
SMC2,10592,0.00132579573042947,1.84925693287869
KLRC4-KLRK1///KLRK1,100528032///22914,1,-1.84923899670294
,,1,-1.84908559196599
S1PR4,8698,8.87564449395825e-08,-1.84903891764966
RAD51,5888,1.82404627401929e-10,1.84846904998753
GMNN,51053,6.62491518765015e-12,1.8464840326678
PSMD14,10213,0.00170359387872441,1.84568400004876
CD3D,915,1,-1.84536889324376
LINC01000///LINC00266-1///PCMTD2,402483///140849///55251,1,-1.84469145289456
DNMT3B,1789,2.02193052463547e-07,1.84456217686395
SPN,6693,0.010145508911022,1.84425587597166
SERPINB9P1,221756,0.00447268098578946,-1.84271785590703
TNS3,64759,1,1.84258676431293
ARL4A,10124,0.0695195570520762,1.8414809124025
LDHB,3945,1,1.84034959653743
,,0.314939915075266,1.84034919334921
,,1,1.83861132669728
SAMD9L,219285,0.00187530866588415,-1.83776414374036
SIT1,27240,0.373687361254237,-1.83737176726417
TFDP2,7029,0.00640781198935981,1.83700467235373
KIAA0226L,80183,1,-1.83648040653968
GNLY,10578,1,-1.83572424386394
DMXL2,23312,1,1.8342326382415
MAFG,4097,9.70895506994295e-09,1.83407314553288
ST6GALNAC3,256435,5.22990499296754e-05,-1.83376114927551
PP13439,100128046,2.90602409933997e-06,1.82921319065079
JAG1,182,0.10723874524093,1.82713801381293
CHD1L,9557,0.0105791178678859,1.82543320631746
IL7R,3575,1,-1.82425326392403
,,9.50103005183085e-05,-1.82422738337302
ZC3HAV1L,92092,9.09937364458246e-05,1.82337172047846
ZNF730,100129543,0.000476505786841661,1.82273065953629
TRANK1,9881,1.43653086426814e-05,-1.82222723881292
MS4A4A,51338,0.349964951986433,1.82160314257484
TGFBR2,7048,1.10559002559325e-07,-1.82104541156123
GBP2,2634,1,-1.82073340904308
LRIG1,26018,0.000201838597937352,-1.81889165405669
RANBP1,5902,0.0381297897890469,1.81858147182313
HSP90AB1,3326,0.869437741694857,1.81485625781406
SNORD75,692195,2.01188135496951e-05,1.8147418737415
MIR181B1,406955,0.00705040315793107,1.81352802443084
KCTD7,154881,3.92408924492099e-08,-1.80992584584354
NR3C2,4306,0.0328228213666185,-1.80931070528004
PATL2,197135,5.99122566220107e-07,-1.80930703638662
MAD2L1,4085,0.0121741740414742,1.80726379155442
IQSEC1,9922,0.00326025280019634,-1.80696462268934
CXCR2,3579,1,-1.8058981412449
PDIA3P1///PDIA3,171423///2923,0.000723760273757079,1.80551421600227
TAP1,6890,1.03532948255365e-09,-1.80516211883787
FAM30A,9834,1,1.80279652288209
OVOS///OVOS2,408186///144203,0.00123143855924401,1.80191055869615
CENPJ,55835,1.99121483972486e-07,1.79805713187076
CDC25A,993,9.17219909310121e-14,1.79713843244785
TRABD2A,129293,1,-1.79688966154422
,,1,1.79460523576304
SLC7A5,8140,9.8704561925923e-10,1.7937844524025
RFX8,731220,8.7054264405515e-11,1.79313764221089
THAP5,168451,2.26542059134753e-07,-1.79293227160771
NELL2,4753,1,-1.79283390187642
MSH5-SAPCD1///MSH5,100532732///4439,0.00580763060363935,1.79055786323016
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K,8363///8362///8363///8362,4.20597601917684e-08,1.79008121320975
TWSG1,57045,2.61552029097107e-06,1.79006564266667
HJURP,55355,1.03184826139497e-09,1.78662754098526
HMMR,3161,2.8331025493338e-10,1.78650653243198
CSF1R,1436,1,1.78435648523243
TK1,7083,2.37850188242739e-12,1.78384948485034
CTSL,1514,0.658965709940896,1.78263356786168
PPP2R5C,5527,3.05814418950755e-07,-1.78094679972562
IRF2,3660,0.021551663124918,-1.78051643743991
HIST1H2BJ,8970,0.00589946000317761,1.78034003870635
DOCK7,85440,0.000712348702368633,1.78028740301588
C11orf74,119710,6.01791271561084e-10,1.78000408065533
GABBR1,2550,5.64961664844085e-06,-1.77997027335488
RORA,6095,1,-1.77922774899093
CST3,1471,1,1.77875342008164
TCF4,6925,1,1.77826349235147
KIFC1,3833,3.93469863576994e-08,1.77754236941043
EGR1,1958,1,1.77726899717461
MX2,4600,0.114530155836777,-1.77567184498639
PTPRJ,5795,1,-1.7756103588322
TRPC2,7221,4.7345645053737e-06,1.77405254803968
NFIX,4784,9.46644639506452e-11,1.77364145945918
ALPL,249,1,-1.77176301137642
MTHFD1,4522,0.0185941267962294,1.77050859481973
HMGB3,3149,7.11442745583821e-09,1.77049704193084
SELENBP1,8991,5.25095218011641e-06,1.77047268059864
FBXO32,114907,1,-1.76989020968254
HIST1H2BM,8342,1,1.76570710706689
PIM2,11040,0.000250096809364815,-1.76539514470862
SNORA33///SNORD101,594839///594837,1,1.76463956114059
FRRS1,391059,0.0320405619913455,1.7642710217517
LOC729603,729603,0.554276818103283,-1.76283631893084
SYNE1,23345,0.0284470508854066,-1.76160379696485
KIF18A,81930,6.80180486164573e-05,1.76138974078458
LOC728392///NLRP1,728392///22861,8.55299566556434e-07,-1.75707584907256
GRIK5,2901,1.7014611575082e-09,1.75391534944105
GFI1,2672,9.02339158806244e-06,1.75293543885828
TCTEX1D1,200132,0.569558624845636,1.75219520992404
HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3,723790///317772///8338///8337,1.53068213247365e-07,1.74974611286282
STK17A,9263,0.000259273163112131,-1.74872272131179
CLIC4,25932,1,1.7471388099331
,,1,1.74689339022448
HCG27,253018,1,-1.74604357009864
MMP2,4313,0.00208643031668784,1.7459656328288
ARL4C,10123,0.109482113629836,-1.74544704614852
NCAPG2,54892,7.09199255230593e-05,1.74544330123469
EZH2,2146,1.93168323352469e-06,1.74279002396599
SNORD116-14,100033426,1,-1.74247257857823
,,0.000350255585026392,1.74094858269161
MTHFD2,10797,0.00100574300805662,1.74055918035828
TPSB2///TPSD1///TPSAB1,64499///23430///7177,4.76195800468998e-05,1.74005668405896
CXorf21,80231,1,1.73839430933107
BAHCC1,57597,3.45323407795147e-11,1.73834147832313
PSTPIP2,9050,1,1.73535033498867
RAB44,401258,0.000163828488030502,1.73526480441497
PTH2R,5746,3.17419526172824e-06,1.73202670646939
NCK2,8440,0.000214173744704416,-1.73029364721541
PIEZO2,63895,0.00690894026401163,1.72979309921542
SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3,100033421///100033419///100033417///100033415,1,-1.72940050797845
,,0.303075848673911,1.72885427486169
RNF220,55182,4.64685012184805e-08,1.72823520442177
PRTN3,5657,6.20654340136648e-07,1.72690567733674
CD180,4064,1,1.7266901454127
FCRL1,115350,1,-1.72493481668707
BMPR2,659,1,-1.72379059129478
,,1,-1.72187645399886
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,780854///780853///780852///780851///26851,1,1.72149404936735
,,1,-1.72041143456463
TPST1,8460,0.039673330567452,-1.7202042226712
ADGRE3,84658,1,-1.71989864968141
POLE2,5427,3.14508054213604e-06,1.71866472552948
RNU5D-1,26830,1,1.71636017601701
ALOX5AP,241,1,-1.71597430252834
RRM1,6240,0.000127328247815119,1.71515937662925
,,1,1.71506827486849
CDT1,81620,2.23352987058549e-14,1.71491252610091
CEP70,80321,1,1.71429693792744
CCT2,10576,0.0362523147486578,1.71413962777665
,,0.169463694483244,1.71152905686848
,,1,1.71150044902949
CR2,1380,1,-1.70869761961905
SLC39A8,64116,0.0163845508076947,1.70736459690816
KRT23,25984,1,-1.70672974562812
,,1,1.70665152690022
CAT,847,0.0193446911003532,1.70498036346485
SLC17A9,63910,1.89932871627161e-07,1.70286403080953
SLC43A3///PRG2,29015///5553,0.0015802995052782,1.70257236978799
,,1,1.70076701703401
GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP///ULK4P1///CHRFAM7A,728047///653720///653125///653075///653073///643699///283796///89838///89832,3.09995879309409e-09,1.69962692539569
RPF2,84154,1,1.69923629278798
STIL,6491,6.79092805558816e-07,1.69696632443538
,,1,-1.69693046807597
CHI3L2,1117,0.646155740764333,-1.69411272478571
SNORD78,692198,0.000502695868516116,1.69198702829818
,,0.337430461306138,1.69131377973017
CTPS1,1503,0.0294547509905202,1.69105491816893
MX1,4599,0.00496804333848886,-1.69082966751361
SLC2A9,56606,0.0198132727289347,1.6903422336508
TIE1,7075,3.8237079736097e-09,1.68926053299887
SLC29A1,2030,0.00531705266625106,1.68888335604082
DRAM1,55332,1,1.68841844017574
PLAG1,5324,0.00251035111285301,-1.68828435717687
PDIA6,10130,0.131908073639626,1.68624598857596
ADA,100,0.045544537584434,1.6861857187381
,,1,1.68607109118934
ZC3H12C,85463,0.0438927537377253,1.6852921835805
CSF3R,1441,1,1.6827459183152
HIST2H4B///HIST2H4A,554313///8370,1,1.68273271414059
PTGR1,22949,1.83466658785623e-07,1.68143568281406
ADGRL3,23284,4.8297284557689e-05,1.6811645285136
LINC00324,284029,3.08848569973015e-06,-1.68114106379365
ZNF626,199777,0.0160140518289889,-1.67967497781293
,,0.00551923235936242,-1.67787920018367
CHD7,55636,1,-1.67552957679478
CENPW,387103,4.49614455135875e-09,1.67478788504762
CARD11,84433,1,-1.67447310548073
,,1,-1.6741470353458
GIN1,54826,0.000145149348383087,-1.6736672628322
IDH1,3417,0.000516309158311739,1.67334756559864
CD274,29126,1,-1.6732902175102
STAR,6770,5.12598021576236e-10,1.67213218717574
TAP2,6891,0.138506377904008,-1.67182844282426
DOCK5,80005,1,1.67141419030613
PGGHG,80162,0.0342596443180179,-1.67066188633447
CREG1,8804,0.460215732079887,1.67046398712925
AMN1,196394,0.000385511786368626,-1.67038877801247
SCML1,6322,0.0248752085454496,-1.67029535210431
CD52,1043,0.273594776450892,-1.66989161883333
IQGAP3,128239,1.80990120578293e-16,1.66969735012926
SIPA1L1,26037,0.982074691753435,-1.66771575601361
SLAMF7,57823,1,-1.66646041915306
PCBD1,5092,3.18987759960288e-07,1.665978692661
SH3BP5,9467,1.01510164686374e-06,-1.66509810705669
NOCT,25819,5.82502836761345e-08,1.66469967612132
RASGRF2,5924,1,-1.66437471354989
,,1,1.66417867976531
BIVM-ERCC5///BIVM,100533467///54841,0.0773335537893167,1.66385214276644
TEX30,93081,4.64296164180064e-08,1.66368339228231
RBBP8,5932,0.0203618180296405,1.66105049663832
,,1,-1.66102752086848
,,1,1.66063160605556
PARP12,64761,3.33597504822822e-08,-1.65983849209864
TTN,7273,1,-1.65858926388436
LRRN3,54674,1,-1.65730646989569
ENPP2,5168,0.00760873340425199,1.656419394
ZNF506,440515,0.00954641443584907,-1.65633582605329
AMOTL1,154810,3.57758643209286e-05,1.65615637356689
SEPT1,1731,1,-1.65528799003401
ZWINT,11130,1.33626223071774e-10,1.65462662741723
,,1,-1.65446644952041
KCNQ5,56479,0.583302691170278,1.65387501343991
IFI16,3428,0.453706155717715,-1.65371365539001
HIST2H2BE,8349,3.33098935598228e-05,1.65244434038663
TMEM243,79161,0.000465882059868156,-1.65152640664852
CYFIP2,26999,0.000436459801023463,-1.65052718265646
,,1,1.65040492454082
SLC35F2,54733,1,1.65030735964966
BCL2A1,597,1,-1.6498782664263
MSH5-SAPCD1///MSH5,100532732///4439,2.60317063211504e-07,1.64889663204195
EIF5AL1///EIF5A,143244///1984,5.08743891306794e-06,1.64859779235715
RGS2,5997,1,-1.64806432663719
TADA2B,93624,5.98254883794749e-05,-1.64767710249319
KIAA0355,9710,1.30669388568387e-08,-1.64764240238776
HIST1H3H,8357,0.00235758807922091,1.64689878578685
NIPSNAP3A,25934,0.000303347042401495,1.64662690552834
GPX1,2876,0.199225607522621,1.64430159169502
EPS8,2059,0.236468440199824,1.64426683102608
S100A8,6279,1,1.64380622808618
,,0.227192548190341,1.64372432535261
SNORD116-23,100033434,1,-1.64345978860771
,,1,1.64207426347619
TNRC6C,57690,5.77487666061692e-06,-1.6415367867415
TMEM97,27346,0.000259275271459942,1.64084099125737
CREBRF,153222,0.00025510805541362,-1.64052491969728
,,0.000355746912556161,-1.64013117589002
NT5DC3,51559,3.41191790118622e-07,1.63980311444218
F5,2153,1,-1.63687351071429
,,0.000104323998846112,-1.63673947078118
LCK,3932,1,-1.6365918705839
,,0.469108573428831,1.63645199656916
KCNA3,3738,1,-1.63512974322449
,,0.0831404245899561,1.63330154986621
DUSP16,80824,0.554045859136868,-1.63304765701927
,,0.384415469728997,1.63295868531973
TUBG1,7283,0.639392257232603,1.63239614065759
,,0.00105716361173706,1.6323790688991
CCZ1B///CCZ1,221960///51622,1.57378368630205e-09,-1.63176257154535
FOSB,2354,1,1.63154030653062
LBH,81606,1,-1.63114342082426
GLT1D1,144423,1,-1.62985071812585
FCER1G,2207,1,1.62972958472676
ST6GAL1,6480,0.390732444500956,-1.62940912848072
TCL1A,8115,1,-1.62844269648072
EMILIN2,84034,1,1.62810366617914
ZBTB18,10472,3.70902355345705e-06,-1.62807635476757
TTC39B,158219,1,-1.62806720692517
DNAJB4,11080,0.00436191783402717,1.62736918590704
BTN3A2,11118,2.41952598723107e-05,-1.62674160715533
,,1,1.62530974897053
,,1.80232746658495e-05,1.62370504604989
ALDOC,230,2.13262515785578e-09,-1.62344639076757
,,1,1.62196832139796
WDR41,55255,3.25354956261872e-07,1.62073995873923
,,0.351515229790425,1.6206898369195
RFC3,5983,1.38523335804893e-07,1.62063597049773
WWC3,55841,0.000395659437700916,-1.62018645168254
GRB10,2887,0.186689319340033,1.61824762417574
KIAA1324L,222223,1,-1.61712889293537
IPO5,3843,1,1.61601269123017
AHR,196,0.159954432473771,1.61541754894671
TMEM173,340061,1,1.61435003886395
ZBTB38,253461,0.000617780418431154,-1.61334311262359
IL6ST,3572,1,-1.61278660535827
,,1,-1.61236157356689
EXTL2,2135,3.24873199474634e-05,1.6121193638424
DENND2D,79961,0.995633786421943,-1.61200171261905
TYROBP,7305,1,1.61197586683673
YPEL3,83719,9.36769301020714e-06,-1.61185730106689
,,1,1.60934076912018
REM2,161253,0.173669504338175,-1.60742502130272
TUBA4A,7277,0.0631524256488412,-1.60732463321542
SMOX,54498,7.29778308246244e-05,1.60671252525511
CD247,919,1,-1.60628038003968
PKD2,5311,2.93575268146046e-05,1.60595177181065
,,0.693754944058261,1.60510156528459
CCDC171,203238,0.00548505038432007,1.60438058741837
NUDCD1,84955,0.300760387472396,1.60435075995579
CEP55,55165,4.32725419900917e-06,1.60427463340023
IL32,9235,1,-1.60418369782539
,,1,1.60412450430387
,,1,1.6038660278118
METAP2,10988,1,1.60379139971769
CCDC141,285025,1,-1.60327341887868
BLMH,642,0.39916476562396,1.60263042504649
CHAF1B,8208,4.75506687140463e-07,1.60222509036621
,,0.061185206197786,1.60161052387982
,,1,1.60130831994671
INTS7,25896,0.00533718891151468,1.60086941220522
RAB30,27314,1,-1.60030950529819
CHMP7,91782,0.0351604786396282,-1.59933406636281
HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1,729423///728643///664721///664709///144983///3178,1,1.59915346218368
SNHG1///SNORD25,23642///9303,1,1.59877603603401
SMC4,10051,1.0781441797097e-10,1.59853086266893
ADAM28,10863,1,1.59848965063152
CKS2,1164,0.0258812666522622,1.59831472512132
TBL1X,6907,0.0368175252562705,-1.59772463576984
PRDM1,639,1,-1.59742739975284
ZBTB8B///ZBTB8A,728116///653121,2.73678619884739e-07,1.59690331776644
MORC4///MORC4,79710///79710,1,-1.5947768370805
SLC16A6,9120,1,-1.59472832526077
SPTLC3,55304,0.0365019717236637,1.59444675571089
MID2,11043,1,-1.59440427930726
TMCC3,57458,1,-1.59432072064966
AURKA,6790,0.00027840400730491,1.59285325979139
OCRL,4952,0.00107603634650653,1.59056031735034
PIEZO2,63895,0.00624130624968815,1.58931639140816
FAM124B,79843,3.25417617939863e-05,1.58900532756463
RAN,5901,0.0166781242861788,1.58895448293084
LOC254896///TNFRSF10C,254896///8794,1,-1.58880738234013
,,1,-1.58709370335034
,,1,1.58665220594558
NME2,4831,1,1.58537548340703
ARNTL2,56938,9.24321555784194e-05,1.5842153519297
SPNS2,124976,1.68370160816368e-05,1.58351259720749
IARS,3376,1,1.58325830136281
GBP2,2634,1,-1.58295493925623
PARPBP,55010,2.4422198703207e-07,1.58231573730385
HOMER3,9454,5.72064332754917e-05,1.58183332173583
WT1-AS,51352,2.93680904204478e-09,1.58125443329479
PPP1R13B,23368,0.0168056343282156,-1.58016117867006
MS4A6A,64231,1,1.57955096339909
MIR21,406991,1,1.57895765512698
,,0.400668496352607,1.57777709901474
RPF2,84154,0.0583592782464567,1.57750185111225
ATAD2,29028,2.15361152261513e-07,1.57632037393198
CSGALNACT1,55790,0.725651020334693,-1.57479647118707
CD38,952,0.0186344640102463,1.57441646072449
SDC4///ROS1,6385///6098,0.000377539839522716,1.57375512278798
CCNE1,898,2.09538423701936e-06,1.57367175200454
LMNA,4000,7.09929077042608e-06,1.57332972708277
TBCA,6902,1,1.57257981970748
MOB1B,92597,0.126541969285268,1.57248731707143
SPC24,147841,1.38185585627179e-08,1.57152470454648
CEP128,145508,0.00019459848465779,1.57118467892177
,,0.000846509379346631,1.57043146160771
IGF1R,3480,1,-1.56978656128912
DNAJB9,4189,1.28070884881521e-09,-1.56944859845125
SLC1A3,6507,4.55724020876527e-07,1.56920237468935
KDELC2,143888,0.0771243693321446,1.56897879525057
ATXN1,6310,0.0364855297148435,-1.56874056222902
HLA-J///HLA-H///HLA-B///HLA-A///HLA-A,3137///3136///3106///3105///3105,0.00194397742306276,-1.56873759513492
,,0.298706820524682,1.56622001109524
LUZP1,7798,1.00118210192354e-05,1.5655106869229
DDX1,1653,0.767103254420678,1.5647896918322
GSTP1///GSTP1,2950///2950,0.0276803636137197,1.56361451214173
C1orf132///MIR29B2,100128537///407025,1,-1.56346983166553
BTG2,7832,0.000409629310445392,-1.56345809962812
,,1,1.56311380146259
,,1,1.56280792132653
,,0.000257344493225392,-1.56254043998639
ZDHHC9,51114,0.00278723612093431,1.56236722210884
TSPAN3,10099,1,1.56212780993311
RPL36A-HNRNPH2///FSTL5///RPL36A,100529097///56884///6173,1,1.56128011463265
TRAF3IP3,80342,0.00604739637595693,-1.56127955152608
PVRIG,79037,0.102197324089747,-1.56123507940703
GATA3,2625,1,-1.55964433779025
HTR1F,3355,1,1.55942077142404
,,1,1.55874689057143
SLC9A7,84679,1,1.55865490605782
,,1,-1.55855490048866
RNU5F-1,26828,1,1.55818811867574
,,1,1.55814639905443
SNORD116-22///SNORD116-21///SNORD116-20///SNORD116-18///SNORD116-17///SNORD116-16///SNORD116-15///SNORD116-14///SNORD116-19///SNRPN,100033433///100033432///100033431///100033430///100033429///100033428///100033427///100033426///727708///6638,1,-1.55782257706916
LOC101060256,101060256,0.851584692709455,1.55592372311565
,,1,-1.55588006298299
LINC00921,283876,0.000236003400176578,-1.55565102527437
CD8B///CD8B,926///926,1,-1.55466916579592
SCARNA17,677769,1,1.55403725027212
AGPS,8540,0.000296281733131808,1.55375326156122
C12orf42,374470,1,-1.55312785698186
MALT1,10892,0.00106188830869893,-1.55232164796372
CLEC11A,6320,1.09266477943506e-06,1.55138339979932
PRKD2,25865,0.000270623937982693,-1.55113699268027
C20orf194,25943,0.0189831224773009,1.55053777200907
RHOBTB1,9886,0.000118578172222088,1.54937873433447
FUCA2,2519,0.0233242355547789,1.54870608872336
RAB44,401258,0.000671508966486667,1.54865945192404
NEDD9,4739,1,-1.54845004542857
NFE2,4778,1,1.54787674540703
VAMP8,8673,0.0215416152928448,1.54664569082879
PTTG2,10744,1,-1.54657680955215
DSCC1,79075,4.7431498286629e-09,1.54633170797619
METTL7A,25840,1,1.5450716419161
,,1,1.54411299893878
HLA-DPB1,3115,1,-1.54386824170975
CCL3L3///CCL3L1///CCL3,414062///6349///6348,1,1.54355738287982
LATS2,26524,0.0514937333424134,1.54328317274264
MAST3,23031,0.000442643330602826,-1.54155364659297
PPFIBP1///ALK,8496///238,0.0203517945471856,1.54122118412472
ETV5,2119,1.52944135351029e-05,1.54059556183107
MGLL,11343,3.08750231978783e-05,1.54022881886734
ANO9,338440,0.374383346573929,-1.53973921891156
POLA1,5422,0.0214466720796892,1.53866690862359
EML4///ALK,27436///238,0.000751614202085489,-1.53790148926303
BTN3A3,10384,6.65412783574143e-05,-1.53784739955442
ACACA,31,0.000422826716445102,1.53741406582993
MAFB,9935,1,1.53663727857143
ABCC4,10257,0.0343640433139076,1.53618075867574
ISY1-RAB43///RAB43,100534599///339122,0.00639811247680065,-1.53548098286734
MCOLN2,255231,0.723260701417266,-1.53531223872676
TMEM204,79652,1,-1.53430370748866
XPNPEP1,7511,0.00310961292501043,1.53332118086962
,,0.0212467280557326,-1.53274012378911
CCDC146,57639,1,-1.5304225505805
TMTC2,160335,0.00725349397785612,1.5302828164898
HSP90AB3P,3327,0.268306585409796,1.53022868816553
SNORD116-6,100033418,1,-1.52750541999206
EXT1,2131,0.00178329790815945,-1.52731846423583
DDX60,55601,1.45286112183585e-05,-1.52682391754989
SLC18B1,116843,1,-1.526802973161
CCL3,6348,1,1.526072271178
LINC01599,196913,0.000281197110537073,-1.52569748085374
RNASE1,6035,0.616245397484612,1.52486417812132
,,1,-1.5237416599161
SYNRG,11276,2.23366162885911e-08,-1.52326725604876
NETO2,81831,1,1.52227302037755
ADGRE2,30817,1,1.52168437523583
FSCN1,6624,6.42736010249438e-07,1.52166938328798
E2F7,144455,2.84077813505338e-08,1.52067328431633
,,1,-1.52058956337868
,,0.00341498119514202,1.52056328905102
BIRC3,330,1,-1.52022070382086
ZNF486,90649,1,-1.51973633822562
RPL41P5///RPL41///RPL41,6172///6171///6171,1,-1.51876661236395
HPRT1,3251,8.86596558054685e-05,1.51849684956577
ZNF652,22834,8.14186146522784e-05,-1.51819306360884
SH3RF1,57630,0.0193586853286174,1.51692661266553
HHEX,3087,1,1.51448126747506
CCR6,1235,1,-1.51408612797619
,,1,1.51349681071201
ERI2,112479,6.99508594053671e-07,1.51276345009751
SUV39H2,79723,0.0263053313363368,1.51269238286849
HOXB2,3212,1,1.51180017698753
HERC2P4///HERC2P9///HERC2P2///HERC2P3///HERC2,100289574///440248///400322///283755///8924,0.356916176517522,1.51067821111111
